adress,Latitude,Longitude
"Кропивницький,вул. Гагаріна, 12",48.5127963,32.2710272
"Кропивницький,вул. Гагаріна, 13/8",48.5130287,32.271269
"Кропивницький,вул. Гагаріна, 16",48.5123109,32.2728457
"Кропивницький,вул. Гагаріна, 16-б",48.5123109,32.2728457
"Кропивницький,вул. Гагаріна, 16-б (ДНЗ)",48.51248400000001,32.2724637
"Кропивницький,вул. Гагаріна, 18",48.5120171,32.2730272
"Кропивницький,вул. Гагаріна, 21",48.5122152,32.2735065
"Кропивницький,вул. Гагаріна, 22",48.5113256,32.2746085
"Кропивницький,вул. Гагаріна, 24",48.5112167,32.2748865
"Кропивницький,вул. Гагаріна, 26",48.5111008,32.2751177
"Кропивницький,вул. Гагаріна, 3-а",48.514137,32.2692494
"Кропивницький,вул. Гагаріна, 35",48.5107091,32.2768533
"Кропивницький,вул. Гагаріна, 36",48.5104191,32.2765979
"Кропивницький,вул. Гагаріна, 4",48.5142645,32.2682804
"Кропивницький,вул. Гагаріна, 40/21",48.50992600000001,32.277703
"Кропивницький,вул. Гагаріна, 43/19",48.512489,32.273417
"Кропивницький,вул. Гагаріна, 48/12",48.5096323,32.2787128
"Кропивницький,вул. Гагаріна, 7",48.5133092,32.271073
"Кропивницький,вул. Гагаріна, 9",48.5133055,32.2710693
"Кропивницький,вул. Гагаріна/Червоногвардійська",48.50793300000001,32.262317
"Кропивницький,вул. Гайдара, 26 ДНЗ № 54 ""Чебурашка""",48.5257137,32.2765764
"Кропивницький,вул. Ганни Дмитр'ян",48.5205662,32.2598743
"Кропивницький,вул. Генерадла Жадова, 23, корп. 2",48.494011,32.204314
"Кропивницький,вул. Генерала Жадова, 21-а",48.4957714,32.2044451
"Кропивницький,вул. Генерала Жадова, 21, корп. 1",48.496919,32.2022346
"Кропивницький,вул. Генерала Жадова, 21, корп. 3",48.496919,32.2022346
"Кропивницький,вул. Генерала Жадова, 23-а (ДНЗ № 3 ""Незабудка""",48.4941098,32.2056698
"Кропивницький,вул. Генерала Жадова, 32",48.4904833,32.1990954
"Кропивницький,вул. Генерала Родимцева, 16",48.4955266,32.2945202
"Кропивницький,вул. Генерала Родимцева, 52",48.49607719999999,32.3006749
"Кропивницький,вул. Генерала Родимцева, 58",48.49614709999999,32.3013888
"Кропивницький,вул. Генерала Родимцева, 72-в (біля гаража)",48.49857540000001,32.3133781
"Кропивницький,вул. Генерала Родимцева, 81-а",48.4969725,32.300111
"Кропивницький,вул. Генерала Родимцева, 83-а",48.4968039,32.3009402
"Кропивницький,вул. Генерала Родимцева, 83-в",48.4968039,32.3009402
"Кропивницький,вул. Генерала Родимцева, 85",48.4972252,32.300791
"Кропивницький,вул. Генерала Родимцева, 92",48.4972214,32.3066018
"Кропивницький,вул. Генерала Родимцева, 92, корп. 1",48.4977404,32.3065434
"Кропивницький,вул. Генерала Родимцева, 94",48.4972581,32.3071787
"Кропивницький,вул. Генерала Родимцева, 94",48.4972581,32.3071787
"Кропивницький,вул. Генерала Родимцева, 98",48.4979884,32.3101927
"Кропивницький,вул. Генерала Родимцева, 98, корп. 2",48.497966,32.310385
"Кропивницький,вул. Генерала Родимцева, 98, корп. 3",48.497966,32.310385
"Кропивницький,вул. Генерала Родимценва, 92, корп. 1",48.50793300000001,32.262317
"Кропивницький,вул. Генерала Шумілова, 10",48.4965942,32.2669562
"Кропивницький,вул. Героїв  Сталінграда, 19",48.4968294,32.2352833
"Кропивницький,вул. Героїв  Сталінграда, 23",48.4963661,32.2362077
"Кропивницький,вул. Героїв Сталінграда (біля Рівненського кладовища)",48.482482,32.1849889
"Кропивницький,вул. Героїв Сталінграда, 11",48.4975073,32.2361067
"Кропивницький,вул. Героїв Сталінграда, 13",48.4977451,32.2340259
"Кропивницький,вул. Героїв Сталінграда, 14",48.4937615,32.2137266
"Кропивницький,вул. Героїв Сталінграда, 16, корп. 1",48.493007,32.2127309
"Кропивницький,вул. Героїв Сталінграда, 17",48.4969814,32.2339635
"Кропивницький,вул. Героїв Сталінграда, 17",48.4969814,32.2339635
"Кропивницький,вул. Героїв Сталінграда, 23",48.4963661,32.2362077
"Кропивницький,вул. Героїв Сталінграда, 25",48.4955063,32.2361741
"Кропивницький,вул. Героїв Сталінграда, 25",48.4955063,32.2361741
"Кропивницький,вул. Героїв Сталінграда, 27 ДНЗ № 48 ""Журавушка""",48.4901185,32.199145
"Кропивницький,вул. Героїв Сталінграда, 3",48.4991498,32.2373238
"Кропивницький,вул. Героїв Сталінграда, 4",48.4968177,32.225586
"Кропивницький,вул. Героїв Сталінграда, 5",48.498691,32.236287
"Кропивницький,вул. Героїв Сталінграда, 6-а",48.50793300000001,32.262317
"Кропивницький,вул. Героїв Сталінграда, 7",48.49829450000001,32.2353293
"Кропивницький,вул. Героїв Сталінграда, 8",48.4946574,32.2183047
"Кропивницький,вул. Героїв України (Героїв Сталінграда), 12, корп. 5",48.482482,32.1849889
"Кропивницький,вул. Героїв України (Героїв Сталінграда), 38",48.4875373,32.196056
"Кропивницький,вул. Героїв України (сквер 50 років Жовтня)",48.50793300000001,32.262317
"Кропивницький,вул. Героїв України, 12, корп. 1",48.4937557,32.2153451
"Кропивницький,вул. Героїв України, 12, корп. 3",48.4937557,32.2153451
"Кропивницький,вул. Героїв України, 12, корп. 4",48.4937557,32.2153451
"Кропивницький,вул. Героїв України, 12, корп. 5",48.4937557,32.2153451
"Кропивницький,вул. Героїв України, 14",48.4937615,32.2137266
"Кропивницький,вул. Героїв України, 14, корп. 1",48.4941936,32.2187922
"Кропивницький,вул. Героїв України, від вул. Волкова до вул. Пацаєва",48.50793300000001,32.262317
"Кропивницький,вул. Герцена, 9",48.49303949999999,32.3028644
"Кропивницький,вул. Глинки статуправління",48.499183,32.24900600000001
"Кропивницький,вул. Глинки, 1 (ЗОШ № 32)",48.4981875,32.2473912
"Кропивницький,вул. Глинки, 2",48.4877969,32.2364727
"Кропивницький,вул. Глинки, 69/22",48.49417990000001,32.2445126
"Кропивницький,вул. Глинки,2",48.4877969,32.2364727
"Кропивницький,вул. Глиняна, 9",48.511744,32.2488481
"Кропивницький,вул. Гоголя (маг. Фуршет"")",48.5135155,32.2560713
"Кропивницький,вул. Гоголя з-д ім. В.К. Таратути",48.51508500000001,32.251445
"Кропивницький,вул. Гоголя між № 43 та 45",48.507479,32.266769
"Кропивницький,вул. Гоголя навпроти заправки ""Окко""",48.50793300000001,32.262317
"Кропивницький,вул. Гоголя,  131",48.5043101,32.2747678
"Кропивницький,вул. Гоголя, (біля паркану КОДЛ)",48.50793300000001,32.262317
"Кропивницький,вул. Гоголя, 101",48.5069172,32.2683931
"Кропивницький,вул. Гоголя, 113",48.5057395,32.2712484
"Кропивницький,вул. Гоголя, 122-а",48.504129,32.2742342
"Кропивницький,вул. Гоголя, 153 (навпроти)",48.507479,32.266769
"Кропивницький,вул. Гоголя, 160",48.5011024,32.2831606
"Кропивницький,вул. Гоголя, 42",48.5111794,32.2583314
"Кропивницький,вул. Гоголя, 44",48.5106534,32.2591766
"Кропивницький,вул. Гоголя, 46",48.5108582,32.2589739
"Кропивницький,вул. Гоголя, 48",48.5107133,32.2592622
"Кропивницький,вул. Гоголя, 49/16",48.5117287,32.2577241
"Кропивницький,вул. Гоголя, 60",48.5092793,32.26189590000001
"Кропивницький,вул. Гоголя, 62",48.5093144,32.2621603
"Кропивницький,вул. Гоголя, 67/24",48.5105034,32.2598888
"Кропивницький,вул. Гоголя, 67/24",48.5105034,32.2598888
"Кропивницький,вул. Гоголя, 77/25",48.5096104,32.2618508
"Кропивницький,вул. Гоголя, 85",48.5089118,32.2635649
"Кропивницький,вул. Гоголя, 86",48.5068054,32.2679859
"Кропивницький,вул. Гоголя, 91/46",48.5077742,32.2671091
"Кропивницький,вул. Гоголя, 95",48.5076439,32.2674086
"Кропивницький,вул. Грузовий двір, 28",48.50793300000001,32.262317
"Кропивницький,вул. Далекосхідна, 72",48.509361,32.2944148
"Кропивницький,вул. Дарвіна, 50",48.5226821,32.2196999
"Кропивницький,вул. Дворцова-Пашутінська",48.50793300000001,32.262317
"Кропивницький,вул. Дворцова, 10",48.5120629,32.2636663
"Кропивницький,вул. Дворцова, 16/7",48.5120629,32.2636663
"Кропивницький,вул. Дворцова, 38",48.51007750000001,32.2690082
"Кропивницький,вул. Дворцова, 48",48.50936309999999,32.2703812
"Кропивницький,вул. Дворцова, 51/44",48.509276,32.271429
"Кропивницький,вул. Дворцова, 65",48.5080866,32.2739162
"Кропивницький,вул. Дворцова, 66",48.5079212,32.2737566
"Кропивницький,вул. Дворцова, 66",48.5079212,32.2737566
"Кропивницький,вул. Дворцова, 69",48.50779439999999,32.27422
"Кропивницький,вул. Дворцова, 7",48.5127989,32.2631575
"Кропивницький,вул. Дворцова, 85",48.5067899,32.2768543
"Кропивницький,вул. Декабристів, 22",48.50979969999999,32.2613463
"Кропивницький,вул. Декабристів, 23-а та 23-б",48.51105459999999,32.2628584
"Кропивницький,вул. Декабристів, 29",48.5092849,32.2611357
"Кропивницький,вул. Декабристів, 3",48.5125615,32.2643959
"Кропивницький,вул. Декабристів, 3",48.5125615,32.2643959
"Кропивницький,вул. Десантників, 43",48.4909385,32.2890942
"Кропивницький,вул. Десантників, 56/84",48.4890029,32.2857593
"Кропивницький,вул. Дзержинського (біля воєнкомату)",48.50793300000001,32.262317
"Кропивницький,вул. Дзержинського (маг. Фуршет"")",48.5135155,32.2560713
"Кропивницький,вул. Дзержинського, 107",48.5056509,32.2761281
"Кропивницький,вул. Дзержинського, 109",48.5053701,32.2768368
"Кропивницький,вул. Дзержинського, 110/57",48.5072334,32.2720656
"Кропивницький,вул. Дзержинського, 114",48.5066485,32.2731055
"Кропивницький,вул. Дзержинського, 71",48.5084563,32.2695942
"Кропивницький,вул. Дзержинського, 81",48.5078781,32.2710922
"Кропивницький,вул. Дзержинського, 89",48.5071089,32.2729908
"Кропивницький,вул. Дзержинського, 96-б",48.5081056,32.2696021
"Кропивницький,вул. Добровольського, 1",48.533946,32.27552
"Кропивницький,вул. Добровольського, 11",48.53681539999999,32.2705331
"Кропивницький,вул. Добровольського, 11",48.53681539999999,32.2705331
"Кропивницький,вул. Добровольського, 13-а",48.5362745,32.2725037
"Кропивницький,вул. Добровольського, 15",48.53764719999999,32.2687122
"Кропивницький,вул. Добровольського, 17",48.53765720000001,32.2687226
"Кропивницький,вул. Добровольського, 18",48.5379533,32.2710719
"Кропивницький,вул. Добровольського, 18",48.5379533,32.2710719
"Кропивницький,вул. Добровольського, 20",48.5380664,32.2701549
"Кропивницький,вул. Добровольського, 22",48.5381455,32.2693462
"Кропивницький,вул. Добровольського, 24",48.5387683,32.2701388
"Кропивницький,вул. Добровольського, 26",48.5387681,32.2684714
"Кропивницький,вул. Добровольського, 3",48.5349818,32.2747166
"Кропивницький,вул. Добровольського, 4",48.5358931,32.2737546
"Кропивницький,вул. Добровольського, 6",48.536776,32.2726048
"Кропивницький,вул. Добровольського, 7",48.5359156,32.2725706
"Кропивницький,вул. Добровольського, 8",48.5370081,32.2721423
"Кропивницький,вул. Добровольського, 9",48.5364475,32.271429
"Кропивницький,вул. Донецька, 3 та 5",48.5202732,32.235362
"Кропивницький,вул. Донецька, 38",48.5198426,32.2363955
"Кропивницький,вул. Ельворті (Орджонікідзе) біля клубу ""Зірочка""",48.50793300000001,32.262317
"Кропивницький,вул. Ельворті біля (ПАТ ""Червона зірка"")",48.50793300000001,32.262317
"Кропивницький,вул. Ельворті, 2",48.5181827,32.2621225
"Кропивницький,вул. Енергетиків, 9",48.52608439999999,32.2499633
"Кропивницький,вул. Євгегна Тельнова, 8, корп. 4, під. 4",48.5015495,32.2200849
"Кропивницький,вул. Євгена Маланюка, 24",48.5214253,32.2887157
"Кропивницький,вул. Євгена Маланюка, 24-26",48.5214253,32.2887157
"Кропивницький,вул. Євгена Маланюка, 4 (музшкола № 4)",48.518318,32.278743
"Кропивницький,вул. Євгена Маланюка, 5",48.5191842,32.2775284
"Кропивницький,вул. Євгена Маланюка, 9",48.5194969,32.2791007
"Кропивницький,вул. Євгена Тельнова, 10/16",48.5047063,32.2212334
"Кропивницький,вул. Євгена Тельнова, 11",48.5033174,32.2275927
"Кропивницький,вул. Євгена Тельнова, 11/31",48.5033174,32.2275927
"Кропивницький,вул. Євгена Тельнова, 13",48.5039503,32.2242068
"Кропивницький,вул. Євгена Тельнова, 14/22",48.5032417,32.2261288
"Кропивницький,вул. Євгена Тельнова, 14/22",48.5032417,32.2261288
"Кропивницький,вул. Євгена Тельнова, 2, корп. 2 (маг. ""Спутник"")",48.5023723,32.2337985
"Кропивницький,вул. Євгена Тельнова, 2, корп. 3",48.5018937,32.234619
"Кропивницький,вул. Євгена Тельнова, 20 (ДНЗ № 29)",48.504062,32.232208
"Кропивницький,вул. Євгена Тельнова, 3, корп. 1",48.5018783,32.2347282
"Кропивницький,вул. Євгена Тельнова, 3, корп. 2",48.5018783,32.2347282
"Кропивницький,вул. Євгена Тельнова, 4",48.5028072,32.2325896
"Кропивницький,вул. Євгена Тельнова, 45 (територіальний центр)",48.5158107,32.2052178
"Кропивницький,вул. Євгена Тельнова, 5",48.5033629,32.2322742
"Кропивницький,вул. Євгена Тельнова, 6, корп. 1",48.5024163,32.2312683
"Кропивницький,вул. Євгена Тельнова, 7 корп. 1",48.5025026,32.2307289
"Кропивницький,вул. Євгена Тельнова, 7 корп. 4",48.502796,32.232657
"Кропивницький,вул. Євгена Тельнова, 7, корп. 5",48.50336799999999,32.2323
"Кропивницький,вул. Євгена Тельнова, 8, корп. 2",48.5026266,32.2299565
"Кропивницький,вул. Євгена Тельнова, 8, корп. 3",48.5026266,32.2299565
"Кропивницький,вул. Євгена Тельнова, 8, корп. 5",48.50336799999999,32.2323
"Кропивницький,вул. Євгена Тельнова, 8, корп. 6",48.5026266,32.2299565
"Кропивницький,вул. Євгена Тельнова, 9 (навпроти АТБ)",48.5034308,32.227836
"Кропивницький,вул. Євгена Тельнова, 9, корп. 2",48.502809,32.2288253
"Кропивницький,вул. Євгена Тельнова, 9, корп. 2",48.502809,32.2288253
"Кропивницький,вул. Євгена Тельнова, за маг. ""Робочий одяг""",48.50300319999999,32.23161150000001
"Кропивницький,вул. Єгорова, 100",48.510754,32.2847309
"Кропивницький,вул. Єгорова, 11",48.5146282,32.2715029
"Кропивницький,вул. Єгорова, 13",48.51423930000001,32.2722575
"Кропивницький,вул. Єгорова, 19",48.5134404,32.2744597
"Кропивницький,вул. Єгорова, 26",48.5130075,32.2745905
"Кропивницький,вул. Єгорова, 27",48.5123444,32.2780258
"Кропивницький,вул. Єгорова, 28/22",48.5137357,32.2719198
"Кропивницький,вул. Єгорова, 49",48.5118142,32.2811759
"Кропивницький,вул. Єгорова, 56",48.5114719,32.2800553
"Кропивницький,вул. Єгорова, 59",48.5116253,32.2812573
"Кропивницький,вул. Єгорова, 6",48.5149575,32.2696877
"Кропивницький,вул. Жовтневої революції (сквер ""Жовтневий"")",48.50793300000001,32.262317
"Кропивницький,вул. Жовтневої революції-Соціалістична",48.50793300000001,32.262317
"Кропивницький,вул. Жовтневої революції, 14",48.520262,32.2555342
"Кропивницький,вул. Жовтневої революції, 17",48.5215346,32.2577965
"Кропивницький,вул. Жовтневої революції, 18-а",48.519109,32.2528581
"Кропивницький,вул. Жовтневої революції, 18, корп. 1",48.5186681,32.2533867
"Кропивницький,вул. Жовтневої революції, 19",48.52057079999999,32.2569115
"Кропивницький,вул. Жовтневої революції, 21 ДНЗ № 24",48.5117762,32.2474051
"Кропивницький,вул. Жовтневої революції, 26, корп. 2",48.523003,32.258641
"Кропивницький,вул. Жовтневої революції, 31",48.5188114,32.2547405
"Кропивницький,вул. Жовтневої революції, 37/16",48.5172394,32.2535077
"Кропивницький,вул. Жовтневої революції, 4",48.5228307,32.2583848
"Кропивницький,вул. Жовтневої революції, 58",48.5086019,32.2441953
"Кропивницький,вул. Жовтневої революції, 70",48.50462150000001,32.2395862
"Кропивницький,вул. Запорізька (за цвинтарем)",48.50793300000001,32.262317
"Кропивницький,вул. Зінченка, 3",48.5012965,32.2596272
"Кропивницький,вул. Зінченка, 3-а",48.5012965,32.2596272
"Кропивницький,вул. Зінченка, 4-б",48.4995228,32.260387
"Кропивницький,вул. Зінченка, 5",48.4988357,32.2613298
"Кропивницький,вул. І.Франка (ЗОШ № 23)",48.52790700000001,32.234814
"Кропивницький,вул. Івана Франка (біля ЗОШ № 23)",48.52790700000001,32.234814
"Кропивницький,вул. Індустріадльна, 69",48.52837539999999,32.2619536
"Кропивницький,вул. Індустріальна, 55",48.53107019999999,32.2644729
"Кропивницький,вул. Кавалерійська, 13",48.5147268,32.2590744
"Кропивницький,вул. Кавалерійська, 17/19",48.5140775,32.2572095
"Кропивницький,вул. Кавалерійська, 8",48.517221,32.2601071
"Кропивницький,вул. Кавказька, 16-б",48.49234089999999,32.2677518
"Кропивницький,вул. Калініна, 10/14",48.5127435,32.2620244
"Кропивницький,вул. Калініна, 12-а",48.5107678,32.2603124
"Кропивницький,вул. Калініна, 32",48.5095175,32.2589811
"Кропивницький,вул. Калініна, 38 (ДЮСШ)",48.5107678,32.2603124
"Кропивницький,вул. Карабінерна, 27",48.5075252,32.2770798
"Кропивницький,вул. Карабінерна, 30/79",48.50737100000001,32.2763914
"Кропивницький,вул. Карабінерна, 33",48.5068168,32.276245
"Кропивницький,вул. Карабінерна, 36",48.50655949999999,32.27567430000001
"Кропивницький,вул. Карабінерна, 43",48.5055901,32.2750666
"Кропивницький,вул. Карабінерна, 49",48.50476339999999,32.274073
"Кропивницький,вул. Карабінерна, 68",48.5020913,32.2713951
"Кропивницький,вул. Карабінерна, 75",48.50157859999999,32.2713295
"Кропивницький,вул. Карабінерна, 8",48.51024959999999,32.2788056
"Кропивницький,вул. Карабінерна, 83",48.5017552,32.271266
"Кропивницький,вул. Карабінерна, 85",48.50164729999999,32.2711715
"Кропивницький,вул. Карабінерна, 91",48.5009081,32.2705522
"Кропивницький,вул. Карусельна, 30",48.4930989,32.249494
"Кропивницький,вул. Каховська, 14",48.5071497,32.2524176
"Кропивницький,вул. Київська (ЗОШ № 14)",48.5205857,32.2566425
"Кропивницький,вул. Київська біля мосту",48.50793300000001,32.262317
"Кропивницький,вул. Київська біля мосту",48.50793300000001,32.262317
"Кропивницький,вул. Київська навпроти газової заправки",48.50793300000001,32.262317
"Кропивницький,вул. Київська, 10",48.5200805,32.2588248
"Кропивницький,вул. Київська, 11/3",48.519231,32.25985
"Кропивницький,вул. Київська, 18",48.5207761,32.2574377
"Кропивницький,вул. Київська, 19",48.5209512,32.256421
"Кропивницький,вул. Київська, 19",48.5209512,32.256421
"Кропивницький,вул. Київська, 29",48.5214968,32.2547193
"Кропивницький,вул. Київська, 3",48.5185942,32.2611371
"Кропивницький,вул. Київська, 31",48.5220901,32.2536997
"Кропивницький,вул. Київська, 31",48.5220901,32.2536997
"Кропивницький,вул. Київська, 34",48.5222211,32.2543531
"Кропивницький,вул. Київська, 36",48.52209,32.2545154
"Кропивницький,вул. Київська, 38",48.5222451,32.2539131
"Кропивницький,вул. Київська, 42",48.5222378,32.2534655
"Кропивницький,вул. Київська, 47",48.5239926,32.2420106
"Кропивницький,вул. Київська, 48-а",48.5242875,32.2438241
"Кропивницький,вул. Київська, 53",48.5239165,32.2402103
"Кропивницький,вул. Київська, 57",48.5238844,32.2395828
"Кропивницький,вул. Київська, 61/64",48.5240841,32.2425137
"Кропивницький,вул. Київська, 70",48.5241541,32.2413641
"Кропивницький,вул. Київська, 72",48.52425299999999,32.2411871
"Кропивницький,вул. Київська, 74/39",48.5240933,32.2408754
"Кропивницький,вул. Київська, 75",48.5238771,32.2365454
"Кропивницький,вул. Київська, 78/43",48.5223546,32.2525983
"Кропивницький,вул. Київська, 82",48.5242307,32.2394796
"Кропивницький,вул. Київська, 9",48.5191068,32.2602717
"Кропивницький,вул. Київська, 9",48.5191068,32.2602717
"Кропивницький,вул. Київська, 94",48.5241889,32.2384026
"Кропивницький,вул. Київська, між будинками 22 та 24",48.50793300000001,32.262317
"Кропивницький,вул. Кільцева, 40/3",48.521999,32.2169599
"Кропивницький,вул. Кірова, 21",48.5114503,32.2764335
"Кропивницький,вул. Кірова, 21",48.5114503,32.2764335
"Кропивницький,вул. Кірова, 6",48.5120557,32.2764465
"Кропивницький,вул. Кірова, 63",48.50617339999999,32.2709966
"Кропивницький,вул. Кірова, 78",48.504302,32.2680564
"Кропивницький,вул. Кірова, 9",48.5128254,32.2778806
"Кропивницький,вул. Колгоспна (ЗОШ № 27)",48.50888800000001,32.258245
"Кропивницький,вул. Колгоспна, 100",48.5246918,32.2662056
"Кропивницький,вул. Колгоспна, 30",48.5309669,32.2724481
"Кропивницький,вул. Колгоспна, 49",48.5286637,32.2709376
"Кропивницький,вул. Колгоспна, 66",48.5278053,32.2693339
"Кропивницький,вул. Колгоспна, 70",48.5274147,32.2689126
"Кропивницький,вул. Колгоспна, 71/24",48.526802,32.2688528
"Кропивницький,вул. Колгоспна, 76",48.526976,32.2685059
"Кропивницький,вул. Колгоспна, біля арки",48.5282926,32.2698384
"Кропивницький,вул. Колгоспна,90/20",48.5256276,32.2670639
"Кропивницький,вул. Комарова (вїзд на територію ЗОШ № 17)",48.4946287,32.2387009
"Кропивницький,вул. Комарова, 1",48.5043346,32.2459946
"Кропивницький,вул. Комарова, 19",48.501548,32.244264
"Кропивницький,вул. Комарова, 3",48.5038609,32.246187
"Кропивницький,вул. Комарова, 31",48.49934349999999,32.2427529
"Кропивницький,вул. Комарова, 37/3",48.4985089,32.2422218
"Кропивницький,вул. Комарова, 38",48.5001663,32.2422098
"Кропивницький,вул. Комарова, 39",48.498209,32.2420676
"Кропивницький,вул. Комарова, 40",48.4997238,32.2424418
"Кропивницький,вул. Комарова, 42",48.498834,32.2418783
"Кропивницький,вул. Комарова, 44",48.49793709999999,32.241268
"Кропивницький,вул. Комарова, 5",48.5033683,32.24525810000001
"Кропивницький,вул. Комарова, 50 (вздовж огорожі д/с № 48)",48.49651790000001,32.2407062
"Кропивницький,вул. Комарова, 54 (ЗОШ № 17)",48.4946287,32.2387009
"Кропивницький,вул. Комарова, 58",48.4971417,32.2373444
"Кропивницький,вул. Комарова, 60 (ДНЗ № 22 ""Оленка"")",48.4938096,32.2365901
"Кропивницький,вул. Комарова, 9",48.5026384,32.245087
"Кропивницький,вул. Комарова, біля ЗОШ № 17",48.4946287,32.2387009
"Кропивницький,вул. Комунальна, 12",48.556219,32.2384396
"Кропивницький,вул. Короленка (дитячий приймальник)",48.5353893,32.2713092
"Кропивницький,вул. Короленка (зупинка школа-інтернат)",48.5381671,32.2655826
"Кропивницький,вул. Короленка, 1-а",48.5446147,32.2822042
"Кропивницький,вул. Короленка, 2",48.5295313,32.2879358
"Кропивницький,вул. Короленка, 2",48.5295313,32.2879358
"Кропивницький,вул. Короленка, 2-а",48.5353893,32.2713092
"Кропивницький,вул. Короленка, 20/2",48.5315545,32.2801638
"Кропивницький,вул. Короленка, 23",48.5315859,32.2788811
"Кропивницький,вул. Короленка, 24",48.534976,32.2733451
"Кропивницький,вул. Короленка, 26",48.53536649999999,32.2729328
"Кропивницький,вул. Короленка, 34",48.5362832,32.2700074
"Кропивницький,вул. Короленка, 40",48.53721119999999,32.2681574
"Кропивницький,вул. Короленка, 46",48.5380253,32.2658521
"Кропивницький,вул. Короленка, 56",48.5420498,32.2602197
"Кропивницький,вул. Короленка, 58/12",48.539848,32.2619649
"Кропивницький,вул. Короленка, 75",48.5365832,32.2680027
"Кропивницький,вул. Короленка, 75-б",48.5365832,32.2680027
"Кропивницький,вул. Короленка, 93",48.53817069999999,32.2644341
"Кропивницький,вул. Космонавта Попова, 11 корп. 1",48.4956865,32.2108398
"Кропивницький,вул. Космонавта Попова, 11-а (ЗОШ № 31)",48.49745000000001,32.214299
"Кропивницький,вул. Космонавта Попова, 11, корп. 1",48.4956865,32.2108398
"Кропивницький,вул. Космонавта Попова, 11, корп. 3",48.498766,32.211334
"Кропивницький,вул. Космонавта Попова, 13, корп. 2",48.4953441,32.21133470000001
"Кропивницький,вул. Космонавта Попова, 15/18",48.4943843,32.2110391
"Кропивницький,вул. Космонавта Попова, 15/18",48.4943843,32.2110391
"Кропивницький,вул. Космонавта Попова, 15/8",48.4947344,32.2108231
"Кропивницький,вул. Космонавта Попова, 20, корп. 2",48.4945582,32.2088919
"Кропивницький,вул. Космонавта Попова, 20, корп. 5",48.4945582,32.2088919
"Кропивницький,вул. Космонавта Попова, 22, корп. 2",48.4933694,32.2111269
"Кропивницький,вул. Космонавта Попова, 4",48.5049188,32.20441
"Кропивницький,вул. Космонавта Попова, 7, корп. 1",48.4987944,32.2075494
"Кропивницький,вул. Космонавта Попова, 9, корп. 3",48.49569899999999,32.210898
"Кропивницький,вул. Красіна, 13/64",48.488473,32.2848695
"Кропивницький,вул. Кременчуцька, 11",48.5207734,32.2431236
"Кропивницький,вул. Кременчуцька, 13",48.5200067,32.2432088
"Кропивницький,вул. Кременчуцька, 58",48.5195111,32.2424275
"Кропивницький,вул. Кременчуцька, 60",48.5193887,32.2423665
"Кропивницький,вул. Кримська (на зупинці громадського трансопорту біля маг. ""Шанс""",48.50793300000001,32.262317
"Кропивницький,вул. Кримська, 119",48.4862479,32.2925355
"Кропивницький,вул. Кримська, 121 (зі сторони вул. Урицького)",48.50793300000001,32.262317
"Кропивницький,вул. Кримська, 3",48.49656479999999,32.2794101
"Кропивницький,вул. Кримська, 60",48.4926565,32.2838237
"Кропивницький,вул. Кримська, 64",48.4922917,32.2845707
"Кропивницький,вул. Кримська, 73",48.4916583,32.2860356
"Кропивницький,вул. Кримська, 82/13",48.490578,32.2867046
"Кропивницький,вул. Кримська, між будинками № 17 та № 19",48.50793300000001,32.262317
"Кропивницький,вул. Кропивницького, 1",48.515762,32.282777
"Кропивницький,вул. Кропивницького, 14",48.5127987,32.2813688
"Кропивницький,вул. Кропивницького, 144",48.5027814,32.274344
"Кропивницький,вул. Кропивницького, 2 (біля ринку ""Полтавський"")",48.50793300000001,32.262317
"Кропивницький,вул. Кропивницького, 56",48.5126375,32.2822997
"Кропивницький,вул. Кропивницького, 7, корп. 1",48.5173134,32.2845038
"Кропивницький,вул. Кропивницького, 80",48.510997,32.281527
"Кропивницький,вул. Кропивницького, між буд. № 115 та № 117",48.50793300000001,32.262317
"Кропивницький,вул. Кропивницького, між буд. № 119 та № 121",48.50793300000001,32.262317
"Кропивницький,вул. Курганна (гаражі біля з-ду ПАТ ""Радій""",48.50793300000001,32.262317
"Кропивницький,вул. Курганна № 19 та № 21",48.4929183,32.2410398
"Кропивницький,вул. Курганна, 4",48.4931931,32.2393245
"Кропивницький,вул. Курганна, 64 ДЮСШ № 2",48.4888999,32.2530761
"Кропивницький,вул. Куроп'ятникова від буд. 2-а до № 4",48.50793300000001,32.262317
"Кропивницький,вул. Куроп'ятникова, 15",48.4970084,32.2607203
"Кропивницький,вул. Куроп'ятникова, 22",48.496903,32.2605179
"Кропивницький,вул. Куроп'ятникова, 28",48.4963408,32.2601243
"Кропивницький,вул. Куроп'ятникова, 29",48.4956538,32.2610671
"Кропивницький,вул. Куроп'ятникова, 29",48.4956538,32.2610671
"Кропивницький,вул. Куроп'ятникова, 50",48.4938827,32.2586633
"Кропивницький,вул. Курортна",48.50793300000001,32.262317
"Кропивницький,вул. Курортна, 1 (ЗОШ № 32)",48.4981875,32.2473912
"Кропивницький,вул. Кутузова біля ДП ""Кіровоградтепло""",48.50793300000001,32.262317
"Кропивницький,вул. Лавандова (Торези), навпроти буд. № 25",48.50793300000001,32.262317
"Кропивницький,вул. Лазо, 49",48.5360703,32.2253705
"Кропивницький,вул. Левааневського, 1",48.5383688,32.267013
