adress,Latitude,Longitude
"Кропивницький,вул.Дзержинського, 116/48",,
"Кропивницький,вул.Добровольського, 5",,
"Кропивницький,вул.Єгорова, 8",,
"Кропивницький,вул.Інтернаціональна, 56",,
"Кропивницький,вул.Каляєва (навпроти буд. № 19)",,
"Кропивницький,вул.Леваневського, 78",,
"Кропивницький,вул.Пашутінська, 16/19",,
"Кропивницький,вул.Руслана Слободянюка, 103/15",,
"Кропивницький,вул.Фісановича, 9",,
"Кропивницький,Далекосхідне кладовище",,
"Кропивницький,ДНЗ",,
"Кропивницький,за будинком № 4 по вул. Героїв Сталінграда",,
"Кропивницький,Знам'янська дорога",,
"Кропивницький,історико-меморіальний комплекс по вул. Ушакова",,
"Кропивницький,Лісопарк ""Фортечні вали""",,
"Кропивницький,Лісопарк (""Фортечні вали)",,
"Кропивницький,між провулком Кримським, 2 та вул. Таврійською, 2-а",,
"Кропивницький,між ринком Босфор та вул. Віктора Чміленка, 3",,
"Кропивницький,на перехресті вул. Кільцева-Степняка-Кравчинського",,
"Кропивницький,на перехресті вулиць Бобринецький шлях - Паризької комуни",,
"Кропивницький,на перехресті вулиць Преображенсьокї та Каляєва",,
"Кропивницький,на розі вул. Гагаріна-Пашутінської",,
"Кропивницький,на розі вул. Євгена Маланюка-площі Дружби народів",,
"Кропивницький,на розі вул. Орджонікідзе та Дзержинського",,
"Кропивницький,на розі вул. Орджонікідзе та Дзержинського",,
"Кропивницький,на розі вул. Орджонікідзе та Дзержинського",,
"Кропивницький,на розі вулицуь Ленінградської-Колгоспної",,
"Кропивницький,на розі вулиць Арсенія Тарковського та Преображенської",,
"Кропивницький,на розі вулиць Арсенія Тарковського-Преображенської",,
"Кропивницький,на розі вулиць Велика Перспективна-Студентський бульвар",,
"Кропивницький,на розі вулиць Великої Перспективна - та Віктора Чміленка",,
"Кропивницький,на розі вулиць Великої Перспективної-Гоголя",,
"Кропивницький,на розі вулиць Віктора Чміленка-А.Тарковського",,
"Кропивницький,на розі вулиць Волкова та Академіка Корольова",,
"Кропивницький,на розі вулиць Ельворті та Київської",,
"Кропивницький,на розі вулиць Київської та Жовтневої революції",,
"Кропивницький,на розі вулиць Київської та Інгульської",,
"Кропивницький,на розі вулиць Комарова-Курганна",,
"Кропивницький,на розі вулиць Ленінградської та Степанова",,
"Кропивницький,на розі вулиць Ленінградської та Тельмана",,
"Кропивницький,на розі вулиць Садової та Інтернаціональної",,
"Кропивницький,на розі вулиць Степанова та Павла Сніцара",,
"Кропивницький,на розі вулиць Холодноярської та пров. Виноградний",,
"Кропивницький,на розі вулиць Червоногвардійська, 68-Преображенська, 41",,
"Кропивницький,на розі вулиць- Яновського-Ушакова",,
"Кропивницький,набережна р.Інгул (парк ім. Пушкіна)",,
"Кропивницький,НАВО ЗОШ № 18 вул. Пацаєва, 4",,
"Кропивницький,навпроти автосалону на розі вул.Маршала Конєва-                   просп. Університетський",,
"Кропивницький,навпроти автостоянки на розі вул.Маршала Конєва-                                 просп. Університетський",,
"Кропивницький,навпроти буд. по вул. Героїв Сталінграда, 8",,
"Кропивницький,НВО ЗОШ № 18 вул. Маршала Конєва, 9-а",,
"Кропивницький,парк ""Молодіжний""",,
"Кропивницький,парк ""Перемоги""",,
"Кропивницький,парк Ковалівський",,
"Кропивницький,парк пам'ятка садово-паркового мистецтва ""Космонавтів""",,
"Кропивницький,перехрестя вулиць Братиславська та Авіаційної",,
"Кропивницький,перехрестя пров. Жовтневий-Попова",,
"Кропивницький,площа Б.Хмельницького (сквер Хмельницького)",,
"Кропивницький,площа Дружби народів, 7",,
"Кропивницький,пров. 1-й Новгородський ,3",,
"Кропивницький,пров. Азовський, від вул. Мінської в бік бази відпочинку ""Горняк""",,
"Кропивницький,пров. Акимівський, 25",,
"Кропивницький,пров. Акимівський, 35/33",,
"Кропивницький,пров. Акимівський, 41/2",,
"Кропивницький,пров. Акимівський, 43",,
"Кропивницький,пров. Бобринецький, 19",,
"Кропивницький,пров. Великовисковський, 25",,
"Кропивницький,пров. Верхній Степовий, 14",,
"Кропивницький,пров. Верхньовеселий, 2/28",,
"Кропивницький,пров. Вузький, 6",,
"Кропивницький,пров. Декабристів, 15",,
"Кропивницький,пров. Дмитра Донського,9/1",,
"Кропивницький,пров. Експерементальний, 5",,
"Кропивницький,пров. Експериментальний, 8",,
"Кропивницький,пров. Кам'яний, 9",,
"Кропивницький,пров. Кільцевий, 20",,
"Кропивницький,пров. Ковалівський, 1-а",,
"Кропивницький,пров. Ковалівський, 13",,
"Кропивницький,пров. Ковалівський, 24",,
"Кропивницький,пров. Кримський, 2",,
"Кропивницький,пров. Кріпосний, (біля ЗОШ  № 16)",,
"Кропивницький,пров. Масляніківський (міжбудинками № 4 та № 6)",,
"Кропивницький,пров. Миргородський, 22",,
"Кропивницький,пров. Миргородський, 23",,
"Кропивницький,пров. Мінський, 1-з",,
"Кропивницький,пров. Мотокросний, 55",,
"Кропивницький,пров. Об'їзний, 16",,
"Кропивницький,пров. Огородній, 13",,
"Кропивницький,пров. Перемоги, 2",,
"Кропивницький,пров. Повітрянофлотський, 7",,
"Кропивницький,пров. Приморський, 2-й",,
"Кропивницький,пров. Санаторний,1-й, 9",,
"Кропивницький,пров. Санаторний,1-й, 9",,
"Кропивницький,пров. Середній, 20/15",,
"Кропивницький,пров. Спускний (навпроти № 34)",,
"Кропивницький,пров. Тобілевича, 21",,
"Кропивницький,пров. Тракторний, 14",,
"Кропивницький,пров. Тракторний, 15",,
"Кропивницький,пров. Успенський, 32",,
"Кропивницький,пров. Училищний ДНЗ № 24 ""Вогник""",,
"Кропивницький,пров. Училищний, 10",,
"Кропивницький,пров. Училищний, 3",,
"Кропивницький,пров. Училищний, 6",,
"Кропивницький,пров. Училищний, 8",,
"Кропивницький,пров. Фортечний, 21",,
"Кропивницький,пров. Фортечний, 23",,
"Кропивницький,пров. Фортечний, 23-а (ДНЗ № 72)",,
"Кропивницький,пров. Фортечний, 25",,
"Кропивницький,пров. Фортечний, 27",,
"Кропивницький,пров. Фортечний, 7 (ЗОШ № 16)",,
"Кропивницький,пров. Херсонський, 4",,
"Кропивницький,пров. Центральний (біля автостоянки)",,
"Кропивницький,пров. Щербаковський, 22-а",,
"Кропивницький,пров.Плетений, 8",,
"Кропивницький,проїзд між вул. Садовою та Барболіна",,
"Кропивницький,просп. Винниченка",,
"Кропивницький,просп. Винниченка, 1",,
"Кропивницький,просп. Інженерів, 8",,
"Кропивницький,просп. Комуністичний, (ЗОШ № 34)",,
"Кропивницький,просп. Комуністичний, 10",,
"Кропивницький,просп. Комуністичний, 11",,
"Кропивницький,просп. Комуністичний, 4",,
"Кропивницький,просп. Комуністичний, 6-а",,
"Кропивницький,просп. Комуністичний, 6/5",,
"Кропивницький,просп. Комуністичний, 8",,
"Кропивницький,просп. Комуністичний, 9",,
"Кропивницький,просп. Перемоги, 12, корп. 2",,
"Кропивницький,просп. Перемоги, 12, корп. 3",,
"Кропивницький,просп. Перемоги, 12, корп. 4",,
"Кропивницький,просп. Перемоги, 2",,
"Кропивницький,просп. Перемоги, 6",,
"Кропивницький,просп. Перемоги, 6 (біля теплопункту)",,
"Кропивницький,просп. Перемоги, 8, корп. 1",,
"Кропивницький,просп. Промисловий, 13-а",,
"Кропивницький,просп. Університетський (сквер 60 років ВЛКСМ)",,
"Кропивницький,просп. Університетський, 1/7",,
"Кропивницький,просп. Університетський, 11",,
"Кропивницький,просп. Університетський, 17",,
"Кропивницький,просп. Університетський, 17/2",,
"Кропивницький,просп. Університетський, 17/2",,
"Кропивницький,просп. Університетський, 21",,
"Кропивницький,просп. Університетський, 23, корп. 1",,
"Кропивницький,просп. Університетський, 25",,
"Кропивницький,просп. Університетський, 27",,
"Кропивницький,просп. Університетський, 29",,
"Кропивницький,просп. Університетський, 31",,
"Кропивницький,просп. Університетський, 6 (по дорозі до дитячого седичного центру ""добруджа""",,
"Кропивницький,просп. Університетський, 8",,
"Кропивницький,просп. Університетський, на кільцевому пвороті",,
"Кропивницький,с. Гірниче вул. Лінія 10-а б.44",,
"Кропивницький,с. Гірниче вул. Лінія 10-а б.54",,
"Кропивницький,с. Гірниче вул..Лінія 9-а б.51",,
"Кропивницький,сквер ""Дружби народів""",,
"Кропивницький,сквер ""Катюша""",,
"Кропивницький,сквер ""Молодіжний""",,
"Кропивницький,сквер ""Слави""",,
"Кропивницький,сквер ""Солдатський""",,
"Кропивницький,сквер ""Центральний""",,
"Кропивницький,сквер ""Чорнобиль""",,
"Кропивницький,сквер Євреям-жертвам нацизму",,
"Кропивницький,сквер по вул. Ж.революції",,
"Кропивницький,Студентський бульвар, 10",,
"Кропивницький,Студентський бульвар, 19-а",,
"Кропивницький,туп. Новгородський-проїзд Новгородський",,
"Кропивницький,уздовж вул. Арсенія Тарковського, 75-77",,
"Кропивницький,уздовж вул. Добровольського, 13",,
"Кропивницький,уздовж вул. Нижньої П'ятихатської",,
"Кропивницький,уздовж вул. Нижня П'ятихатська",,
"Кропивницький,уздовж вул.Героїв Сталінграда та Автолюбителів",,
"Кропивницький,уздовж Рівненського кладовищаКропивницький,",,
